RESULT_COUNT: 2546,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1,IDENTIFIER: AAPL
DATE,MARKETCAP
2014-01-10,454949223215.4
2014-01-09,458004470091.1
2014-01-08,463929719759.6
2014-01-07,461008070574.9
2014-01-06,464330939662.2
2014-01-03,461812644528.6
2014-01-02,472184605841.5
2013-12-31,478919978249.6
2013-12-30,473371192362.0
2013-12-27,478126075038.0
2013-12-26,497510999294.6
2013-12-24,500837150150.0
2013-12-23,502972239028.0
2013-12-20,484382849499.5
2013-12-19,480359706820.3
2013-12-18,485926818729.4
2013-12-17,489649990243.9
2013-12-16,491864483253.7
2013-12-13,489155920090.3
2013-12-12,494546578373.1
2013-12-11,495270038240.9
2013-12-10,498966741711.4
2013-12-09,499743137667.1
2013-12-06,494087798944.8
2013-12-05,501040954088.4
2013-12-04,498481494239.2
2013-12-03,499647852708.9
2013-12-02,486332662069.8
2013-11-29,490602839825.8
2013-11-27,481683109017.4
2013-11-26,470601821287.0
2013-11-25,462079111137.7
2013-11-22,458602974700.0
2013-11-21,459781684923.6
2013-11-20,454368087669.3
2013-11-19,458382407667.2
2013-11-18,457569838718.2
2013-11-15,463182828570.1
2013-11-14,465978736278.5
2013-11-13,459338786321.6
2013-11-12,458788251007.6
2013-11-11,457939509065.2
2013-11-08,459273498479.9
2013-11-07,452155359195.8
2013-11-06,459591115007.2
2013-11-05,460888393971.8
2013-11-04,462029543351.8
2013-11-01,456135212964.9
2013-10-31,458478910999.7
2013-10-30,460403339700.4
2013-10-29,453195064831.4
2013-10-28,464771459540.7
2013-10-25,461334854413.3
2013-10-24,466555547041.8
2013-10-23,460459476180.3
2013-10-22,455992678933.9
2013-10-21,457303553452.3
2013-10-18,446363956936.5
2013-10-17,442513345270.0
2013-10-16,439543374631.6
2013-10-15,437408434131.3
2013-10-14,435092804336.5
2013-10-11,432261420632.7
2013-10-10,429477402083.9
2013-10-09,426802147964.8
2013-10-08,421848103615.8
2013-10-07,427821375927.6
2013-10-04,423681310536.7
2013-10-03,424014620886.0
2013-10-02,429408985749.0
2013-10-01,428005573752.2
2013-09-30,418172918448.9
2013-09-27,423435713437.3
2013-09-26,423093233069.0
2013-09-25,419012143720.4
2013-09-24,425599317786.3
2013-09-23,426939376975.4
2013-09-20,406725367259.2
2013-09-19,410980490268.8
2013-09-18,404349807787.6
2013-09-17,396205032456.5
2013-09-16,391680157272.5
2013-09-13,404541244814.7
2013-09-12,411319855907.6
2013-09-11,406986417750.6
2013-09-10,430420050193.8
2013-09-09,440453090746.0
2013-09-06,433535252724.4
2013-09-05,430968256225.8
2013-09-04,433945101995.8
2013-09-03,425146830267.9
2013-08-30,423959920700.4
2013-08-29,427861755378.3
2013-08-28,427162140061.4
2013-08-27,425155531950.9
2013-08-26,437668552171.3
2013-08-23,435971723977.3
2013-08-22,437659850488.2
2013-08-21,437137749505.5
2013-08-20,436015232392.5
2013-08-19,441819254984.3
2013-08-16,437111644456.3
2013-08-15,433265500549.9
2013-08-14,433778899849.7
2013-08-13,426008296889.5
2013-08-12,406681858844.0
2013-08-09,395447986031.4
2013-08-08,401156290109.7
2013-08-07,401951583362.5
2013-08-06,402184984643.2
2013-08-05,405815671232.2
2013-08-02,399842327344.2
2013-08-01,394773197306.7
2013-07-31,391189190973.9
2013-07-30,391872105832.3
2013-07-29,387091701823.5
2013-07-26,381213447346.2
2013-07-25,379060968868.5
2013-07-24,380798511736.0
2013-07-23,362195565213.7
2013-07-22,368523333268.7
2013-07-19,367347682373.2
2013-07-18,373232852444.1
2013-07-17,371981130020.1
2013-07-16,371881718363.5
2013-07-15,369500160851.0
2013-07-12,368696223106.3
2013-07-11,369368764574.4
2013-07-10,363699706800.5
2013-07-09,365100114484.8
2013-07-08,358789635413.6
2013-07-05,360838379988.8
2013-07-03,363760218243.7
2013-07-02,361763340619.8
2013-07-01,353749896648.5
2013-06-28,342780036454.8
2013-06-27,372529662300.0
2013-06-26,376588152450.0
2013-06-25,380902072050.0
2013-06-24,380816928900.0
2013-06-21,391185472500.0
2013-06-20,394343337330.0
2013-06-19,400172805000.0
2013-06-18,408469531950.0
2013-06-17,408687120000.0
2013-06-14,406842351750.0
2013-06-13,412438148775.0
2013-06-12,408866866650.0
2013-06-11,413984916000.0
2013-06-10,415205301150.0
2013-06-07,417968669385.0
2013-06-06,414798506100.0
2013-06-05,421089638850.0
2013-06-04,425062985850.0
2013-06-03,426396895200.0
2013-05-31,425465050725.0
2013-05-30,427210485300.0
2013-05-29,420938273250.0
2013-05-28,417616744365.0
2013-05-24,421127480250.0
2013-05-23,418279914900.0
2013-05-22,417536331390.0
2013-05-21,415933748100.0
2013-05-20,419027282550.0
2013-05-17,409879124100.0
2013-05-16,411125998230.0
2013-05-15,405707109750.0
2013-05-14,419907095100.0
2013-05-13,430199955900.0
2013-05-10,428525473950.0
2013-05-09,432120406950.0
2013-05-08,438808874400.0
2013-05-07,433906521030.0
2013-05-06,435847784850.0
2013-05-03,425696829300.0
2013-05-02,421477513200.0
2013-05-01,415583715150.0
2013-04-30,418885377300.0
2013-04-29,406908574200.0
2013-04-26,394690532175.0
2013-04-25,386341773300.0
2013-04-24,383581243170.0
2013-04-23,384213194550.0
2013-04-22,377155773450.0
2013-04-19,369455048550.0
2013-04-18,370893021750.0
2013-04-17,381062898000.0
2013-04-16,403237958400.0
2013-04-15,397192794750.0
2013-04-12,406605843000.0
2013-04-11,410891381550.0
2013-04-10,412177989150.0
2013-04-09,403938024300.0
2013-04-08,403209577350.0
2013-04-05,400362012000.0
2013-04-04,404638090200.0
2013-04-03,408677659650.0
2013-04-02,406598274720.0
2013-04-01,405763871850.0
2013-03-28,418771853100.0
2013-03-27,428217861360.0
2013-03-26,436795858512.0
2013-03-25,439110856860.0
2013-03-22,437529004470.0
2013-03-21,428833552410.0
2013-03-20,428217861360.0
2013-03-19,430500654330.0
2013-03-18,431665731240.0
2013-03-15,420242294220.0
2013-03-14,409671352500.0
2013-03-13,405740401950.0
2013-03-12,405816179310.0
2013-03-11,414757907790.0
2013-03-08,408932523240.0
2013-03-07,407854590294.0
2013-03-06,403194282654.0
2013-03-05,408386926248.0
2013-03-04,397878500850.0
2013-03-01,407748501990.0
2013-02-28,418101583800.0
2013-02-27,421104261690.0
2013-02-26,425272016490.0
2013-02-25,419427687600.0
2013-02-22,427014895770.0
2013-02-21,422515615020.0
2013-02-20,425158350450.0
2013-02-19,435710347830.0
2013-02-15,435871374720.0
2013-02-14,441961980030.0
2013-02-13,442359811170.0
2013-02-12,443202834300.0
2013-02-11,454597854810.0
2013-02-08,449909130660.0
2013-02-07,443505943740.0
2013-02-06,433209694950.0
2013-02-05,433677620148.0
2013-02-04,418969234572.0
2013-02-01,429676575540.0
2013-01-31,431447871330.0
2013-01-30,432717142110.0
2013-01-29,434081134590.0
2013-01-28,426086623110.0
2013-01-25,416661813960.0
2013-01-24,426721258500.0
2013-01-23,486874274085.0
2013-01-22,478126725090.0
2013-01-18,473608500000.0
2013-01-17,476147041560.0
2013-01-16,479377051530.0
2013-01-15,460271684640.0
2013-01-14,475266129750.0
2013-01-11,492837005100.0
2013-01-10,495877571670.0
2013-01-09,489805910700.0
2013-01-08,497582562270.0
2013-01-07,496246986300.0
2013-01-04,499183359000.0
2013-01-03,513482452110.3
2013-01-02,520050549510.0
2012-12-31,504083217819.3
2012-12-28,482691553256.4
2012-12-27,449836096883.9
2012-12-26,448036525421.1
2012-12-24,454297252444.2
2012-12-21,453565371402.8
2012-12-20,455661625430.9
2012-12-19,459661468859.9
2012-12-18,466290319819.7
2012-12-17,453128688203.9
2012-12-14,445236949432.8
2012-12-13,462613447284.7
2012-12-12,470744488448.8
2012-12-11,472830087406.9
2012-12-10,462727770946.1
2012-12-07,465722631661.1
2012-12-06,477944957716.0
2012-12-05,470563090247.9
2012-12-04,502924022724.6
2012-12-03,511958648764.0
2012-11-30,511163885341.9
2012-11-29,514727220245.2
2012-11-28,509120207970.9
2012-11-27,510727202143.0
2012-11-26,514875692532.9
2012-11-23,499128896379.4
2012-11-21,490569905680.3
2012-11-20,489882915671.7
2012-11-19,494089572263.7
2012-11-16,460856234092.2
2012-11-15,459058846045.4
2012-11-14,468892951685.3
2012-11-13,474148870667.7
2012-11-12,474089481752.6
2012-11-09,477783821615.6
2012-11-08,469652780451.4
2012-11-07,487340109404.4
2012-11-06,506635113688.7
2012-11-05,508175056276.6
2012-11-02,501376656539.3
2012-11-01,518535333832.0
2012-10-31,517474950019.1
2012-10-26,525019938539.8
2012-10-25,529833780294.2
2012-10-24,536172266042.2
2012-10-23,533152010614.3
2012-10-22,551123164954.3
2012-10-19,530096290263.4
2012-10-18,549914923705.0
2012-10-17,560322835519.7
2012-10-16,564824533797.4
2012-10-15,551757708919.8
2012-10-12,547371532413.3
2012-10-11,545968581782.9
2012-10-10,557103524519.1
2012-10-09,552705178676.4
2012-10-08,554721811552.9
2012-10-05,567256227966.4
2012-10-04,579608104335.0
2012-10-03,583650062471.1
2012-10-02,574835986019.5
2012-10-01,573167048466.5
2012-09-28,579873222019.2
2012-09-27,645250237880.0
2012-09-26,629964705620.0
2012-09-25,637882118860.0
2012-09-24,654218886610.0
2012-09-21,663031270605.0
2012-09-20,661710123300.0
2012-09-19,664930123900.0
2012-09-18,664750182690.0
2012-09-17,662733894079.0
2012-09-14,654682945520.0
2012-09-13,646822355820.0
2012-09-12,634330647610.0
2012-09-11,625617704810.0
2012-09-10,627653881660.0
2012-09-07,644416825960.0
2012-09-06,640467589930.0
2012-09-05,634747353570.0
2012-09-04,639236413230.0
2012-08-31,630021529160.0
2012-08-30,628722164212.0
2012-08-29,637812036494.0
2012-08-28,639075413200.0
2012-08-27,639908825120.0
2012-08-24,628110364098.0
2012-08-23,627549705170.0
2012-08-22,633459353330.0
2012-08-21,621329421658.0
2012-08-20,629936293850.0
2012-08-17,613798408490.0
2012-08-16,602651524060.0
2012-08-15,597433228970.0
2012-08-14,598247699710.0
2012-08-13,596647170000.0
2012-08-10,588786580300.0
2012-08-09,587867933070.0
2012-08-08,587043991740.0
2012-08-07,588042191926.0
2012-08-06,589591580450.0
2012-08-03,583104226300.0
2012-08-02,575612989610.0
2012-08-01,574684871790.0
2012-07-31,578425754840.0
2012-07-30,563528516770.0
2012-07-27,554181044440.0
2012-07-26,544445277920.0
2012-07-25,544530513230.0
2012-07-24,569106694280.0
2012-07-23,571862635970.0
2012-07-20,572307753700.0
2012-07-19,581797284880.0
2012-07-18,574163989340.0
2012-07-17,574807989460.0
2012-07-16,574779577690.0
2012-07-13,572942283230.0
2012-07-12,567193635100.0
2012-07-11,572430871370.0
2012-07-10,576010754390.0
2012-07-09,581390049510.0
2012-07-06,573804106920.0
2012-07-05,577649166460.0
2012-07-03,567676635190.0
2012-07-02,561151398680.0
2012-06-29,553082456000.0
2012-06-28,537691361650.0
2012-06-27,542841028500.0
2012-06-26,540502418325.0
2012-06-25,539311853145.0
2012-06-22,550022215300.0
2012-06-21,545836339310.0
2012-06-20,553462570713.0
2012-06-19,555039597130.0
2012-06-18,553499421540.0
2012-06-15,542491418090.0
2012-06-14,540034696290.0
2012-06-13,540629978880.0
2012-06-12,544409550880.0
2012-06-11,539694534810.0
2012-06-08,548340305760.0
2012-06-07,540214225960.0
2012-06-06,539968553780.0
2012-06-05,531814127190.0
2012-06-04,533193670970.0
2012-06-01,530075524070.0
2012-05-31,545893032890.0
2012-05-30,547253678810.0
2012-05-29,540733917110.0
2012-05-25,531303884970.0
2012-05-24,534166910760.0
2012-05-23,539118150080.0
2012-05-22,526277054210.0
2012-05-21,530349543040.0
2012-05-18,501152349340.0
2012-05-17,500906677160.0
2012-05-16,515982444975.0
2012-05-15,522686460810.0
2012-05-14,527458170460.0
2012-05-11,535480312030.0
2012-05-10,539080354360.0
2012-05-09,537814197740.0
2012-05-08,536869304740.0
2012-05-07,538097665640.0
2012-05-04,534100768250.0
2012-05-03,549757645260.0
2012-05-02,553688400140.0
2012-05-01,550050562090.0
2012-04-30,551798614140.0
2012-04-27,569770479000.0
2012-04-26,574211476100.0
2012-04-25,576384730000.0
2012-04-24,529404650040.0
2012-04-23,540195328100.0
2012-04-20,541404791140.0
2012-04-19,555067943920.0
2012-04-18,574816207620.0
2012-04-17,576101262100.0
2012-04-16,548160776090.0
2012-04-13,571877590390.0
2012-04-12,588451013610.0
2012-04-11,591691996600.0
2012-04-10,593808556920.0
2012-04-09,601169273390.0
2012-04-05,598759796240.0
2012-04-04,589906148830.0
2012-04-03,594640062760.0
2012-04-02,584539156590.0
2012-03-30,566510598150.0
2012-03-29,574227099920.0
2012-03-28,581533698640.0
2012-03-27,578577162560.0
2012-03-26,571515372560.0
2012-03-23,561223990600.0
2012-03-22,564321762480.0
2012-03-21,567297130000.0
2012-03-20,570554969120.0
2012-03-19,565978929200.0
2012-03-16,551356316040.0
2012-03-15,551346900320.0
2012-03-14,555132019760.0
2012-03-13,534907053200.0
2012-03-12,519747744000.0
2012-03-09,513316807240.0
2012-03-08,510322608280.0
2012-03-07,499682844680.0
2012-03-06,499277968720.0
2012-03-05,502008527520.0
2012-03-02,513326222960.0
2012-03-01,512657706840.0
2012-02-29,510746315680.0
2012-02-28,504127064520.0
2012-02-27,495040894720.0
2012-02-24,491886628520.0
2012-02-23,486218365080.0
2012-02-22,483064098880.0
2012-02-21,484768344200.0
2012-02-17,472782132640.0
2012-02-16,472866874120.0
2012-02-15,468592137240.0
2012-02-14,479693271120.0
2012-02-13,473234087200.0
2012-02-10,464590456240.0
2012-02-09,464355063240.0
2012-02-08,448828540960.0
2012-02-07,441437200760.0
2012-02-06,436861160840.0
2012-02-03,432821816960.0
2012-02-02,428528248640.0
2012-02-01,429535730680.0
2012-01-31,429808786560.0
2012-01-30,426541531720.0
2012-01-27,421146324160.0
2012-01-26,418651158360.0
2012-01-25,420562549520.0
2012-01-24,395846284520.0
2012-01-23,402436346948.0
2012-01-20,395742711600.0
2012-01-19,402757423000.0
2012-01-18,404037960920.0
2012-01-17,399885628400.0
2012-01-13,395281341320.0
2012-01-12,396769025080.0
2012-01-11,397861248600.0
2012-01-10,398510933280.0
2012-01-09,397089159560.0
2012-01-06,397720012800.0
2012-01-05,393605343160.0
2012-01-04,389283527680.0
2012-01-03,387202653560.0
2011-12-30,381336660000.0
2011-12-29,379453622400.0
2011-12-28,377130742800.0
2011-12-27,380774291850.0
2011-12-23,377777027850.0
2011-12-22,373299864750.0
2011-12-21,371328227025.0
2011-12-20,370864587750.0
2011-12-19,357995085450.0
2011-12-16,356880477900.0
2011-12-15,354932256300.0
2011-12-14,356103062550.0
2011-12-13,364176942450.0
2011-12-12,367014976800.0
2011-12-09,368682204900.0
2011-12-08,365909735700.0
2011-12-07,364439203050.0
2011-12-06,366181362750.0
2011-12-05,368110851450.0
2011-12-02,365010556500.0
2011-12-01,363352694850.0
2011-11-30,357985719000.0
2011-11-29,349555914000.0
2011-11-28,352290917400.0
2011-11-25,340536022650.0
2011-11-23,343739348550.0
2011-11-22,352656208950.0
2011-11-21,345631371450.0
2011-11-18,351185676300.0
2011-11-17,353499189450.0
2011-11-16,360392896650.0
2011-11-15,364195675350.0
2011-11-14,355231982700.0
2011-11-11,360252399900.0
2011-11-10,360814386900.0
2011-11-09,370237035600.0
2011-11-08,380493298350.0
2011-11-07,374405105850.0
2011-11-04,374882794800.0
2011-11-03,377533500150.0
2011-11-02,372232089450.0
2011-11-01,371389108950.0
2011-10-31,379135163100.0
2011-10-28,379294392750.0
2011-10-27,379050865050.0
2011-10-26,375219987000.0
2011-10-25,372569281650.0
2011-10-24,380062441650.0
2011-10-21,367979721150.0
2011-10-20,370265134950.0
2011-10-19,373365429900.0
2011-10-18,395488984800.0
2011-10-17,393381533550.0
2011-10-14,395264190000.0
2011-10-13,382553917350.0
2011-10-12,376709252550.0
2011-10-11,374929627050.0
2011-10-10,364176942450.0
2011-10-07,346371321000.0
2011-10-06,353461723650.0
2011-10-05,354285971250.0
2011-10-04,348900262500.0
2011-10-03,350867217000.0
2011-09-30,357161471400.0
2011-09-29,365825437650.0
2011-09-28,371857431450.0
2011-09-27,373964882700.0
2011-09-26,377627164650.0
2011-09-23,378685573500.0
2011-09-22,376830814200.0
2011-09-21,386509013400.0
2011-09-20,387737544500.0
2011-09-19,386030730300.0
2011-09-16,375592905000.0
2011-09-15,368521817600.0
2011-09-14,365089433000.0
2011-09-13,360700482200.0
2011-09-12,356311531400.0
2011-09-09,354004518800.0
2011-09-08,360250333400.0
2011-09-07,360053393300.0
2011-09-06,356123969400.0
2011-09-02,350787830500.0
2011-09-01,357333744300.0
2011-08-31,360897422300.0
2011-08-30,365736521900.0
2011-08-29,365717765700.0
2011-08-26,359725159800.0
2011-08-25,350478353200.0
2011-08-24,352785365800.0
2011-08-23,350365816000.0
2011-08-22,334272996400.0
2011-08-19,333888494300.0
2011-08-18,343285350500.0
2011-08-17,356780436400.0
2011-08-16,356817948800.0
2011-08-15,359565732100.0
2011-08-12,353544991900.0
2011-08-11,350459597000.0
2011-08-10,341072118900.0
2011-08-09,350750318100.0
2011-08-08,331243870100.0
2011-08-05,350384572200.0
2011-08-04,353901359700.0
2011-08-03,368156071700.0
2011-08-02,364723687100.0
2011-08-01,372076117500.0
2011-07-29,366196048800.0
2011-07-28,367452714200.0
2011-07-27,368174827900.0
2011-07-26,378321932100.0
2011-07-25,373717285000.0
2011-07-22,368840673000.0
2011-07-21,363204434900.0
2011-07-20,362838689000.0
2011-07-19,353413698500.0
2011-07-18,350553378000.0
2011-07-15,342225625200.0
2011-07-14,335520283700.0
2011-07-13,335754736200.0
2011-07-12,331750287500.0
2011-07-11,331984740000.0
2011-07-08,337339635100.0
2011-07-07,334985732000.0
2011-07-06,329884045600.0
2011-07-05,327698948300.0
2011-07-01,321912660600.0
2011-06-30,314794682700.0
2011-06-29,313266052400.0
2011-06-28,314410180600.0
2011-06-27,311390432400.0
2011-06-24,306054293500.0
2011-06-23,310012731120.0
2011-06-22,301944893840.0
2011-06-21,304462583200.0
2011-06-20,295121862080.0
2011-06-17,299745425440.0
2011-06-16,304331551040.0
2011-06-15,305819702000.0
2011-06-14,311145223360.0
2011-06-13,305679310400.0
2011-06-10,305024149600.0
2011-06-09,310256076560.0
2011-06-08,310958034560.0
2011-06-07,310770845760.0
2011-06-06,316386509760.0
2011-06-03,321440607360.0
2011-06-02,323932090288.0
2011-06-01,323378011440.0
2011-05-31,325549401520.0
2011-05-27,315796865040.0
2011-05-26,313541240000.0
2011-05-25,315207220320.0
2011-05-24,310911237360.0
2011-05-23,312979673600.0
2011-05-20,313747147680.0
2011-05-19,318717010320.0
2011-05-18,318099287280.0
2011-05-17,314608216160.0
2011-05-16,311950135200.0
2011-05-13,318688932000.0
2011-05-12,324370112080.0
2011-05-11,324987835120.0
2011-05-10,327065630800.0
2011-05-09,325334134400.0
2011-05-06,324454347040.0
2011-05-05,324538582000.0
2011-05-04,327177944080.0
2011-05-03,325895700800.0
2011-05-02,324098688320.0
2011-04-29,327702072720.0
2011-04-28,324538582000.0
2011-04-27,327720791600.0
2011-04-26,327973496480.0
2011-04-25,330396655496.0
2011-04-21,328231817024.0
2011-04-20,320476585040.0
2011-04-19,316218039840.0
2011-04-18,310593016400.0
2011-04-15,306484222240.0
2011-04-14,311126504480.0
2011-04-13,314598856720.0
2011-04-12,311107785600.0
2011-04-11,309610275200.0
2011-04-08,313597396640.0
2011-04-07,316423947520.0
2011-04-06,316386509760.0
2011-04-05,317182062160.0
2011-04-04,319334733360.0
2011-04-01,322488864640.0
2011-03-31,326183503580.0
2011-03-30,326298156720.0
2011-03-29,328478906240.0
2011-03-28,327992215360.0
2011-03-25,329021753760.0
2011-03-24,321910135380.0
2011-03-23,316516505260.0
2011-03-22,318392144800.0
2011-03-21,316619152200.0
2011-03-18,308566033180.0
2011-03-17,312270654560.0
2011-03-16,307950151540.0
2011-03-15,322339386220.0
2011-03-14,329925928240.0
2011-03-11,328460876460.0
2011-03-10,323496497180.0
2011-03-09,328908790380.0
2011-03-08,331978867040.0
2011-03-07,331605605440.0
2011-03-04,335935440000.0
2011-03-03,335524852240.0
2011-03-02,328582186480.0
2011-03-01,325960023740.0
2011-02-28,329599324340.0
2011-02-25,324886896640.0
2011-02-24,319959843520.0
2011-02-23,319717223480.0
2011-02-22,315975275940.0
2011-02-18,327126466240.0
2011-02-17,334349078200.0
2011-02-16,338856212020.0
2011-02-15,335842124600.0
2011-02-14,335170253720.0
2011-02-11,332996004900.0
2011-02-10,330840419160.0
2011-02-09,334218436640.0
2011-02-08,331456300800.0
2011-02-07,328358229520.0
2011-02-04,323337861000.0
2011-02-03,320482409760.0
2011-02-02,321303585280.0
2011-02-01,321966124620.0
2011-01-31,316637815280.0
2011-01-28,313633059400.0
2011-01-27,320267784340.0
2011-01-26,320865002900.0
2011-01-25,318578775600.0
2011-01-24,314892817300.0
2011-01-21,304880074880.0
2011-01-20,310441672720.0
2011-01-19,316189901360.0
2011-01-18,317878910100.0
2011-01-14,325185505920.0
2011-01-13,322572674720.0
2011-01-12,321396900680.0
2011-01-11,318802732560.0
2011-01-10,319563253070.0
2011-01-07,313651722480.0
2011-01-06,311421484420.0
2011-01-05,311673436000.0
2011-01-04,309144588660.0
2011-01-03,307539563780.0
2010-12-31,300998154240.0
2010-12-30,302024623640.0
2010-12-29,303545664660.0
2010-12-28,303713632380.0
2010-12-27,302976440720.0
2010-12-23,301968634400.0
2010-12-22,300679353920.0
2010-12-21,299796253960.0
2010-12-20,297951453520.0
2010-12-17,296471914320.0
2010-12-16,297063730000.0
2010-12-15,296240736320.0
2010-12-14,296176006480.0
2010-12-13,297452109040.0
2010-12-10,296425678720.0
2010-12-09,295683597340.0
2010-12-08,296841799120.0
2010-12-07,294252605520.0
2010-12-06,296046546800.0
2010-12-03,293540577280.0
2010-12-02,294197122800.0
2010-12-01,292578876800.0
2010-11-30,287724138800.0
2010-11-29,293013491440.0
2010-11-26,291284280000.0
2010-11-24,291094714040.0
2010-11-23,285486335760.0
2010-11-22,289767752320.0
2010-11-19,283636911760.0
2010-11-18,285208922160.0
2010-11-17,277875956000.0
2010-11-16,278883892080.0
2010-11-15,283918948920.0
2010-11-12,284839037360.0
2010-11-11,292814678360.0
2010-11-10,294086157360.0
2010-11-09,292282968960.0
2010-11-08,294631737440.0
2010-11-05,293253916560.0
2010-11-04,294308088240.0
2010-11-03,289249913600.0
2010-11-02,286068904320.0
2010-11-01,281278896160.0
2010-10-29,278319817760.0
2010-10-28,282259090880.0
2010-10-27,284654094960.0
2010-10-26,284857531600.0
2010-10-25,285588054080.0
2010-10-22,284321198640.0
2010-10-21,286216858240.0
2010-10-20,287150817360.0
2010-10-19,286189116880.0
2010-10-18,294058416000.0
2010-10-15,291043854880.0
2010-10-14,279549684720.0
2010-10-13,277543059680.0
2010-10-12,276063520480.0
2010-10-11,273122936320.0
2010-10-08,271930057840.0
2010-10-07,267445204640.0
2010-10-06,267417463280.0
2010-10-05,267186285280.0
2010-10-04,257661751680.0
2010-10-01,261249634240.0
2010-09-30,262387030000.0
2010-09-29,265734487440.0
2010-09-28,265262884320.0
2010-09-27,269242844768.0
2010-09-24,270311811840.0
2010-09-23,267933140120.0
2010-09-22,266848127750.0
2010-09-21,263157230970.0
2010-09-20,262656456030.0
2010-09-17,255367398570.0
2010-09-16,256480231770.0
2010-09-15,250591489420.0
2010-09-14,248588389660.0
2010-09-13,247642481440.0
2010-09-10,244276161010.0
2010-09-09,243960858270.0
2010-09-08,243821754120.0
2010-09-07,239082939410.0
2010-09-03,239973205970.0
2010-09-02,233852623370.0
2010-09-01,232146279130.0
2010-08-31,225441459100.0
2010-08-30,224885042500.0
2010-08-27,224068964820.0
2010-08-26,222826301080.0
2010-08-25,225246713290.0
2010-08-24,222501724730.0
2010-08-23,227945333800.0
2010-08-20,231506400040.0
2010-08-19,231728966680.0
2010-08-18,234687248270.0
2010-08-17,233667151170.0
2010-08-16,229651678040.0
2010-08-13,231005625100.0
2010-08-12,233500226190.0
2010-08-11,232016448590.0
2010-08-10,240566717010.0
2010-08-09,242736741750.0
2010-08-06,241198249851.0
2010-08-05,242690373700.0
2010-08-04,243877395780.0
2010-08-03,242903666730.0
2010-08-02,242829477850.0
2010-07-30,238563617250.0
2010-07-29,239361147710.0
2010-07-28,242004126560.0
2010-07-27,244897492880.0
2010-07-26,240446160080.0
2010-07-23,241058218340.0
2010-07-22,240208755664.0
2010-07-21,235772260640.0
2010-07-20,233592962290.0
2010-07-19,227741314380.0
2010-07-16,231747513900.0
2010-07-15,233184923450.0
2010-07-14,234369163447.0
2010-07-13,233507645078.0
2010-07-12,238596074885.0
2010-07-09,240761462820.0
2010-07-08,239342600490.0
2010-07-07,239875833065.0
2010-07-06,230569765430.0
2010-07-02,229002525340.0
2010-07-01,230430661280.0
2010-06-30,233259112330.0
2010-06-29,237562067370.0
2010-06-28,248810956300.0
2010-06-25,247327178700.0
2010-06-24,248254182000.0
2010-06-23,250072251660.0
2010-06-22,252730140300.0
2010-06-21,249333949260.0
2010-06-18,252936864972.0
2010-06-17,250902841860.0
2010-06-16,246639145500.0
2010-06-15,239662187820.0
2010-06-14,234669417840.0
2010-06-11,233958801780.0
2010-06-10,231190167780.0
2010-06-09,224443929600.0
2010-06-08,230101171740.0
2010-06-07,231587005320.0
2010-06-04,236224467270.0
2010-06-03,242827659360.0
2010-06-02,243593648100.0
2010-06-01,240714268740.0
2010-05-28,237068900640.0
2010-05-27,233811141300.0
2010-05-26,225282825702.0
2010-05-25,226308143160.0
2010-05-24,227729375280.0
2010-05-21,223631796960.0
2010-05-20,219423473280.0
2010-05-19,229187522520.0
2010-05-18,232897492080.0
2010-05-17,234614045160.0
2010-05-14,234244893960.0
2010-05-13,238434760080.0
2010-05-12,241877095020.0
2010-05-11,236736664560.0
2010-05-10,234401783220.0
2010-05-07,217670005080.0
2010-05-06,227258707500.0
2010-05-05,236242924830.0
2010-05-04,238730081040.0
2010-05-03,245808555300.0
2010-04-30,240954217020.0
2010-04-29,247921945920.0
2010-04-28,241424884800.0
2010-04-27,241830951120.0
2010-04-26,248715621000.0
2010-04-23,249943048740.0
2010-04-22,245918839221.0
2010-04-21,239228435160.0
2010-04-20,225726730020.0
2010-04-19,228015467460.0
2010-04-16,228320017200.0
2010-04-15,229722791760.0
2010-04-14,226741895820.0
2010-04-13,223733313540.0
2010-04-12,223604110620.0
2010-04-09,223142671620.0
2010-04-08,221444576100.0
2010-04-07,222044446800.0
2010-04-06,221066196120.0
2010-04-05,220097174220.0
2010-04-01,217771521660.0
2010-03-31,216876330000.0
2010-03-30,217656161910.0
2010-03-29,214467618420.0
2010-03-26,213092530200.0
2010-03-25,208468816950.0
2010-03-24,210970626710.0
2010-03-23,210041645880.0
2010-03-22,206721229250.0
2010-03-19,204421679771.7
2010-03-18,206629250950.0
2010-03-17,206141765960.0
2010-03-16,206445294350.0
2010-03-15,205884226720.0
2010-03-12,208422827800.0
2010-03-11,207411066500.0
2010-03-10,206804009720.0
2010-03-09,205130004660.0
2010-03-08,201506059640.0
2010-03-05,201386487850.0
2010-03-04,193807475930.0
2010-03-03,192538175390.0
2010-03-02,192096679550.0
2010-03-01,192225449170.0
2010-02-26,188205997460.0
2010-02-25,185796166000.0
2010-02-24,184559977648.0
2010-02-23,181251518197.0
2010-02-22,184339229728.0
2010-02-19,185492637610.0
2010-02-18,186649724624.0
2010-02-17,186302046650.0
2010-02-16,187083862200.0
2010-02-12,184306117540.0
2010-02-11,182733288610.0
2010-02-10,179464379828.0
2010-02-09,180452226770.0
2010-02-08,178548275960.0
2010-02-05,179780785180.0
2010-02-04,176644325150.0
2010-02-03,183248367090.0
2010-02-02,180148698380.0
