Date,Open,High,Low,Close,Adj Close,Volume
2015-11-17,114.91999799999999,115.050003,113.32,113.690002,109.45540600000001,27616900
2015-11-18,115.760002,117.489998,115.5,117.290001,112.92131,46674700
2015-11-19,117.639999,119.75,116.760002,118.779999,114.35582,43295800
2015-11-20,119.199997,119.91999799999999,118.849998,119.300003,114.856453,34287100
2015-11-23,119.269997,119.730003,117.339996,117.75,113.364174,32482500
2015-11-24,117.33000200000001,119.349998,117.120003,118.879997,114.452087,42803200
2015-11-25,119.209999,119.230003,117.91999799999999,118.029999,113.633751,21388300
2015-11-27,118.290001,118.410004,117.599998,117.809998,113.421944,13046400
2015-11-30,117.989998,119.410004,117.75,118.300003,113.89369199999999,39180300
2015-12-01,118.75,118.809998,116.860001,117.339996,112.969444,34852400
2015-12-02,117.339996,118.110001,116.08000200000001,116.279999,111.948929,33386600
2015-12-03,116.550003,116.790001,114.220001,115.199997,110.90915700000001,41569500
2015-12-04,115.290001,119.25,115.110001,119.029999,114.59650400000001,57777000
2015-12-07,118.980003,119.860001,117.809998,118.279999,113.874435,32084200
2015-12-08,117.519997,118.599998,116.860001,118.230003,113.82629399999999,34309500
2015-12-09,117.639999,117.690002,115.08000200000001,115.620003,111.313515,46361400
2015-12-10,116.040001,116.940002,115.510002,116.16999799999999,111.843025,29104200
2015-12-11,115.190002,115.389999,112.849998,113.18,108.964409,46886200
2015-12-14,112.18,112.68,109.790001,112.480003,108.29048200000001,64318700
2015-12-15,111.940002,112.800003,110.349998,110.489998,106.37458799999999,53323100
2015-12-16,111.07,111.989998,108.800003,111.339996,107.192924,56238500
2015-12-17,112.019997,112.25,108.980003,108.980003,104.920845,44772800
2015-12-18,108.910004,109.519997,105.809998,106.029999,102.080704,96453300
2015-12-21,107.279999,107.370003,105.57,107.33000200000001,103.332298,47590600
2015-12-22,107.400002,107.720001,106.449997,107.230003,103.23603100000001,32789400
2015-12-23,107.269997,108.849998,107.199997,108.610001,104.56460600000001,32657400
2015-12-24,109.0,109.0,107.949997,108.029999,104.006226,13570400
2015-12-28,107.589996,107.690002,106.18,106.82,102.84129300000001,26704200
2015-12-29,106.959999,109.43,106.860001,108.739998,104.689766,30931200
2015-12-30,108.58000200000001,108.699997,107.18,107.32,103.322678,25213800
2015-12-31,107.010002,107.029999,104.82,105.260002,101.339394,40635300
2016-01-04,102.610001,105.370003,102.0,105.349998,101.42603299999999,67649400
2016-01-05,105.75,105.849998,102.410004,102.709999,98.88436899999999,55791000
2016-01-06,100.559998,102.370003,99.870003,100.699997,96.949242,68457400
2016-01-07,98.68,100.129997,96.43,96.449997,92.857529,81094400
2016-01-08,98.550003,99.110001,96.760002,96.959999,93.348541,70798000
2016-01-11,98.970001,99.059998,97.339996,98.529999,94.860062,49739400
2016-01-12,100.550003,100.690002,98.839996,99.959999,96.23679399999999,49154200
2016-01-13,100.32,101.190002,97.300003,97.389999,93.762527,62439600
2016-01-14,97.959999,100.480003,95.739998,99.519997,95.813171,63170100
2016-01-15,96.199997,97.709999,95.360001,97.129997,93.51220699999999,79010000
2016-01-19,98.410004,98.650002,95.5,96.660004,93.059715,53087700
2016-01-20,95.099998,98.190002,93.41999799999999,96.790001,93.184875,72334400
2016-01-21,97.059998,97.879997,94.940002,96.300003,92.713127,52161500
2016-01-22,98.629997,101.459999,98.370003,101.41999799999999,97.64241,65800500
2016-01-25,101.519997,101.529999,99.209999,99.440002,95.73616,51794500
2016-01-26,99.93,100.879997,98.07,99.989998,96.26567800000001,75077000
2016-01-27,96.040001,96.629997,93.339996,93.41999799999999,89.940399,133369700
2016-01-28,93.790001,94.519997,92.389999,94.089996,90.585442,55678800
2016-01-29,94.790001,97.339996,94.349998,97.339996,93.714378,64416500
2016-02-01,96.470001,96.709999,95.400002,96.43,92.838287,40943500
2016-02-02,95.41999799999999,96.040001,94.279999,94.480003,90.960915,37357200
2016-02-03,95.0,96.839996,94.08000200000001,96.349998,92.761269,45964300
2016-02-04,95.860001,97.33000200000001,95.190002,96.599998,93.506599,46471700
2016-02-05,96.519997,96.91999799999999,93.690002,94.019997,91.009224,46418100
2016-02-08,93.129997,95.699997,93.040001,95.010002,91.967522,54021400
2016-02-09,94.290001,95.940002,93.93,94.989998,91.948151,44331200
2016-02-10,95.91999799999999,96.349998,94.099998,94.269997,91.251221,42343600
2016-02-11,93.790001,94.720001,92.589996,93.699997,90.699478,50074700
2016-02-12,94.190002,94.5,93.010002,93.989998,90.980186,40351400
2016-02-16,95.019997,96.849998,94.610001,96.639999,93.545326,49057900
2016-02-17,96.66999799999999,98.209999,96.150002,98.120003,94.977928,44863200
2016-02-18,98.839996,98.889999,96.089996,96.260002,93.177498,39021000
2016-02-19,96.0,96.760002,95.800003,96.040001,92.964539,35374200
2016-02-22,96.309998,96.900002,95.91999799999999,96.879997,93.77763399999999,34280800
2016-02-23,96.400002,96.5,94.550003,94.690002,91.657768,31942600
2016-02-24,93.980003,96.379997,93.32,96.099998,93.022614,36255700
2016-02-25,96.050003,96.760002,95.25,96.760002,93.661484,27582700
2016-02-26,97.199997,98.019997,96.58000200000001,96.910004,93.806679,28991100
2016-02-29,96.860001,98.230003,96.650002,96.690002,93.593727,35216300
2016-03-01,97.650002,100.769997,97.41999799999999,100.529999,97.310738,50407100
2016-03-02,100.510002,100.889999,99.639999,100.75,97.523712,33169600
