Date,Open,High,Low,Close,Adj Close,Volume
2015-11-17,121.459999,123.68,121.0,122.059998,118.32269299999999,1986800
2015-11-18,121.91999799999999,126.099998,121.599998,125.91999799999999,122.064507,2027000
2015-11-19,126.099998,126.129997,123.010002,125.209999,121.376236,3278000
2015-11-20,126.209999,126.66999799999999,123.730003,126.400002,122.529808,2805700
2015-11-23,126.75,126.75,124.209999,124.410004,120.60073100000001,1600300
2015-11-24,123.410004,128.58999599999999,123.410004,128.33999599999999,124.4104,3565900
2015-11-25,129.0,129.169998,127.660004,128.389999,124.458878,2139600
2015-11-27,128.630005,130.449997,127.860001,130.03999299999998,126.05835,1326200
2015-11-30,129.429993,130.699997,127.120003,130.449997,126.455795,3261500
2015-12-01,131.169998,133.770004,130.91000400000001,132.889999,128.821075,4325500
2015-12-02,133.070007,135.0,131.53999299999998,132.21000700000002,128.16194199999998,5436400
2015-12-03,144.860001,146.860001,142.880005,144.779999,140.347015,12066100
2015-12-04,144.800003,147.889999,143.240005,147.559998,143.041901,6032900
2015-12-07,146.690002,149.720001,145.550003,148.830002,144.273026,4476900
2015-12-08,146.83999599999999,148.58999599999999,145.770004,147.779999,143.25517299999998,3456000
2015-12-09,147.139999,148.0,144.419998,145.649994,141.190384,3080300
2015-12-10,146.110001,149.440002,145.190002,147.330002,142.818954,3298900
2015-12-11,144.619995,147.720001,144.300003,144.419998,139.998062,2777700
2015-12-14,144.139999,145.360001,141.240005,142.509995,138.14653,3699300
2015-12-15,142.679993,144.229996,141.309998,143.270004,138.883255,3539800
2015-12-16,143.169998,144.279999,140.399994,143.880005,139.904251,2964400
2015-12-17,144.929993,145.5,140.41000400000001,140.479996,136.598206,2437800
2015-12-18,140.229996,141.91000400000001,138.550003,140.199997,136.325928,5196400
2015-12-21,143.100006,146.0,141.860001,145.800003,141.771225,2662700
2015-12-22,147.229996,147.229996,142.759995,145.100006,141.090546,2167300
2015-12-23,146.020004,146.66000400000001,144.389999,146.509995,142.461578,1617000
2015-12-24,146.41000400000001,147.28999299999998,145.720001,146.320007,142.27684,743600
2015-12-28,145.899994,146.399994,143.929993,146.350006,142.306015,1387300
2015-12-29,147.0,148.779999,145.009995,147.940002,143.85206599999998,2253300
2015-12-30,147.509995,148.889999,147.119995,147.369995,143.297791,1739600
2015-12-31,146.580002,147.5,145.119995,145.149994,141.13916,1967300
2016-01-04,142.070007,142.350006,139.880005,142.279999,138.34848,3097000
2016-01-05,143.139999,143.300003,137.21000700000002,137.520004,133.720001,3817300
2016-01-06,134.570007,136.059998,132.279999,133.28999299999998,129.60685700000002,5082400
2016-01-07,131.309998,133.770004,128.190002,129.050003,125.484039,5005600
2016-01-08,130.029999,133.46000700000002,128.059998,128.199997,124.657524,6464100
2016-01-11,129.5,129.970001,125.41999799999999,128.03999299999998,124.50194499999999,3887900
2016-01-12,129.860001,131.669998,126.860001,129.919998,126.330017,4111200
2016-01-13,127.75,129.979996,123.08000200000001,123.309998,119.902649,4847000
2016-01-14,124.190002,126.68,120.290001,125.190002,121.730713,6394200
2016-01-15,120.209999,123.790001,119.300003,119.970001,116.65493799999999,7591600
2016-01-19,122.760002,124.800003,119.010002,120.07,116.752174,5477300
2016-01-20,117.83000200000001,125.58000200000001,117.16999799999999,123.83000200000001,120.40828700000002,10398800
2016-01-21,124.800003,126.0,123.349998,124.529999,121.088943,4847500
2016-01-22,126.480003,126.480003,124.230003,124.510002,121.06948899999999,5842800
2016-01-25,124.43,124.980003,124.0,124.489998,121.05003400000001,6135900
2016-01-26,125.0,126.510002,124.0,124.389999,120.95281200000001,11879000
2016-01-27,123.650002,125.410004,120.089996,122.349998,118.96916999999999,5815600
2016-01-28,122.940002,126.550003,122.0,126.370003,122.878105,4996900
2016-01-29,129.440002,134.33999599999999,128.110001,133.71000700000002,130.015274,25944900
2016-02-01,133.33999599999999,138.690002,132.96000700000002,137.679993,133.87558,4561900
2016-02-02,135.009995,137.58999599999999,131.699997,133.240005,129.55827299999999,5900500
2016-02-03,137.25,137.610001,130.28999299999998,131.360001,127.730209,5623400
2016-02-04,131.399994,137.270004,130.5,136.119995,132.358688,5989100
2016-02-05,137.0,137.0,126.980003,128.360001,124.813103,7095300
2016-02-08,126.989998,126.989998,119.220001,121.860001,118.492722,9124200
2016-02-09,119.83000200000001,125.720001,118.769997,119.709999,116.40213,5925700
2016-02-10,122.489998,123.66999799999999,118.650002,119.199997,115.906219,4547300
2016-02-11,116.5,117.639999,114.25,116.309998,113.09607700000001,6667300
2016-02-12,117.760002,122.33000200000001,115.730003,121.660004,118.298248,3996500
2016-02-16,123.269997,126.790001,122.949997,126.239998,122.751686,3852100
2016-02-17,127.0,130.820007,126.730003,130.679993,127.06899299999999,3274200
2016-02-18,131.759995,131.990005,126.08000200000001,127.07,123.558746,3920200
2016-02-19,127.050003,128.78999299999998,125.0,128.669998,125.11453999999999,3111800
2016-02-22,130.0,132.429993,129.490005,130.639999,127.03011299999999,2420400
2016-02-23,130.16000400000001,130.5,128.059998,128.16000400000001,124.618629,2235200
2016-02-24,126.510002,131.25,125.410004,130.33999599999999,126.738396,2568000
2016-02-25,130.779999,132.490005,128.690002,132.470001,128.80954,2556600
2016-02-26,134.199997,134.970001,132.25,133.110001,129.43185400000002,2714200
2016-02-29,133.33999599999999,137.919998,132.899994,133.970001,130.268082,3591100
2016-03-01,135.369995,138.639999,134.619995,138.429993,134.604858,4490600
2016-03-02,137.850006,138.240005,135.050003,136.970001,133.185196,4383400
2016-03-03,137.75,138.850006,134.300003,137.330002,133.535233,5828100
2016-03-04,146.0,147.860001,141.720001,146.059998,142.024017,7239900
2016-03-07,144.759995,146.229996,140.570007,143.509995,139.54446399999998,4136300
2016-03-08,142.28999299999998,142.820007,139.41000400000001,139.630005,135.77171299999998,3321600
2016-03-09,140.75,142.529999,140.470001,141.96000700000002,138.037323,3115200
2016-03-10,143.46000700000002,145.800003,142.0,144.419998,140.429337,5446500
2016-03-11,145.990005,150.020004,145.75,148.820007,144.707748,5582200
2016-03-14,147.110001,149.190002,147.0,148.139999,144.046539,2844400
2016-03-15,148.5,149.979996,146.080002,148.470001,144.367416,3089100
2016-03-16,147.46000700000002,149.270004,146.850006,148.630005,145.001556,3490600
2016-03-17,147.369995,151.720001,147.369995,151.550003,147.850266,4470800
2016-03-18,151.940002,153.0,150.869995,152.490005,148.767334,7056800
2016-03-21,152.58999599999999,153.0,150.830002,152.889999,149.157547,2820700
2016-03-22,152.399994,155.610001,151.550003,154.759995,150.981888,3394500
2016-03-23,154.820007,155.320007,152.33999599999999,152.990005,149.255142,2757700
2016-03-24,151.759995,153.28999299999998,151.119995,153.0,149.26486200000002,2565100
2016-03-28,153.279999,153.5,152.070007,153.100006,149.362442,1722400
2016-03-29,153.270004,154.929993,152.179993,154.130005,150.367294,2676500
2016-03-30,155.0,157.279999,154.53999299999998,156.929993,153.09892299999998,2679400
2016-03-31,157.020004,157.369995,154.449997,154.5,150.728226,2496800
