Date,Open,High,Low,Close,Adj Close,Volume
2015-11-17,10320.05957,10368.379883,10266.55957,10285.759766,10285.759766,4427350000
2015-11-18,10285.370117,10436.0,10285.370117,10429.599609,10429.599609,3926390000
2015-11-19,10426.129883,10455.19043,10416.370117,10431.459961,10431.459961,3628110000
2015-11-20,10460.25,10499.049805,10430.05957,10444.200195,10444.200195,3929600000
2015-11-23,10433.629883,10469.620117,10402.459961,10421.410156,10421.410156,3587980000
2015-11-24,10379.269531,10472.790039,10358.030273,10449.719727,10449.719727,3884930000
2015-11-25,10449.679688,10471.280273,10430.139648,10450.360352,10450.360352,2852940000
2015-11-27,10442.610352,10463.969727,10425.55957,10450.530273,10450.530273,1466840000
2015-11-30,10455.480469,10460.330078,10409.459961,10409.589844,10409.589844,4275030000
2015-12-01,10447.05957,10523.790039,10446.580078,10519.589844,10519.589844,3712120000
2015-12-02,10501.099609,10511.120117,10376.450195,10389.200195,10389.200195,3950640000
2015-12-03,10415.55957,10422.780273,10227.360352,10257.379883,10257.379883,4306490000
2015-12-04,10266.5,10417.759766,10264.959961,10408.860352,10408.860352,4214910000
2015-12-07,10408.860352,10408.860352,10264.480469,10304.530273,10304.530273,4043820000
2015-12-08,10214.290039,10254.75,10157.69043,10198.370117,10198.370117,4173570000
2015-12-09,10191.349609,10316.969727,10115.769531,10162.370117,10162.370117,4385250000
2015-12-10,10165.459961,10242.790039,10155.570313,10172.040039,10172.040039,3715150000
2015-12-11,10074.080078,10075.429688,9956.709961,9976.650391,9976.650391,4301060000
2015-12-14,9977.820313,10013.860352,9880.419922,9986.759766,9986.759766,4612440000
2015-12-15,10057.330078,10149.120117,10057.330078,10110.94043,10110.94043,4353540000
2015-12-16,10164.839844,10282.240234,10139.589844,10267.830078,10267.830078,4635450000
2015-12-17,10267.830078,10267.830078,10112.570313,10112.629883,10112.629883,4327390000
2015-12-18,10072.980469,10072.980469,9966.820313,9967.639648,9967.639648,6683070000
2015-12-21,10017.129883,10054.419922,9961.049805,10023.030273,10023.030273,3760280000
2015-12-22,10052.339844,10132.580078,10015.980469,10112.400391,10112.400391,3520860000
2015-12-23,10180.620117,10277.969727,10180.620117,10276.280273,10276.280273,3484090000
2015-12-24,10266.05957,10290.360352,10242.639648,10258.549805,10258.549805,1411860000
2015-12-28,10225.990234,10225.990234,10169.089844,10217.410156,10217.410156,2492510000
2015-12-29,10270.379883,10318.419922,10270.379883,10306.599609,10306.599609,2542000000
2015-12-30,10277.530273,10283.969727,10218.709961,10225.830078,10225.830078,2367430000
2015-12-31,10186.44043,10223.070313,10142.339844,10143.419922,10143.419922,2655330000
2016-01-04,10020.049805,10020.049805,9891.070313,10001.55957,10001.55957,4304880000
2016-01-05,10007.009766,10039.959961,9959.820313,10028.05957,10028.05957,3706620000
2016-01-06,9907.370117,9925.900391,9821.330078,9868.259766,9868.259766,4336660000
2016-01-07,9751.349609,9791.169922,9627.05957,9650.419922,9650.419922,5076590000
2016-01-08,9692.799805,9725.900391,9513.25,9528.769531,9528.769531,4664940000
2016-01-11,9575.179688,9598.639648,9435.820313,9527.660156,9527.660156,4607290000
2016-01-12,9591.30957,9630.910156,9460.790039,9576.519531,9576.519531,4887260000
2016-01-13,9619.009766,9644.450195,9349.469727,9374.230469,9374.230469,5087030000
2016-01-14,9405.429688,9567.820313,9332.259766,9516.549805,9516.549805,5241110000
2016-01-15,9387.540039,9387.540039,9192.070313,9299.620117,9299.620117,5468460000
2016-01-19,9378.860352,9406.349609,9226.820313,9301.740234,9301.740234,4928350000
2016-01-20,9214.94043,9233.610352,8937.990234,9156.839844,9156.839844,6416070000
2016-01-21,9164.169922,9311.570313,9102.389648,9226.570313,9226.570313,5078810000
2016-01-22,9343.129883,9437.790039,9343.129883,9426.910156,9426.910156,4901760000
2016-01-25,9393.540039,9393.540039,9258.660156,9262.990234,9262.990234,4401380000
2016-01-26,9295.339844,9436.540039,9295.339844,9429.110352,9429.110352,4357940000
2016-01-27,9403.870117,9522.610352,9321.330078,9373.780273,9373.780273,4754040000
2016-01-28,9374.839844,9463.200195,9324.150391,9397.790039,9397.790039,4693010000
2016-01-29,9439.339844,9632.709961,9439.339844,9632.700195,9632.700195,5497570000
2016-02-01,9578.919922,9651.200195,9514.769531,9616.69043,9616.69043,4322530000
2016-02-02,9532.990234,9532.990234,9386.120117,9413.780273,9413.780273,4463190000
2016-02-03,9471.790039,9513.219727,9276.339844,9495.209961,9495.209961,5172950000
2016-02-04,9484.129883,9591.299805,9465.870117,9534.30957,9534.30957,5193320000
2016-02-05,9499.530273,9500.820313,9360.94043,9390.330078,9390.330078,4929940000
2016-02-08,9294.879883,9294.879883,9127.139648,9231.330078,9231.330078,5636460000
2016-02-09,9131.980469,9250.650391,9109.049805,9187.799805,9187.799805,5183220000
2016-02-10,9221.839844,9315.959961,9170.929688,9176.719727,9176.719727,4471170000
2016-02-11,9092.910156,9092.910156,8944.049805,9029.879883,9029.879883,5500800000
2016-02-12,9092.870117,9229.679688,9089.450195,9229.679688,9229.679688,4696920000
2016-02-16,9317.94043,9377.509766,9275.740234,9375.389648,9375.389648,4570670000
2016-02-17,9426.759766,9551.629883,9426.759766,9532.280273,9532.280273,5011540000
2016-02-18,9532.860352,9543.75,9483.459961,9504.980469,9504.980469,4436490000
2016-02-19,9465.179688,9504.980469,9406.540039,9485.959961,9485.959961,4142850000
2016-02-22,9485.769531,9623.639648,9485.769531,9616.320313,9616.320313,4054710000
2016-02-23,9582.759766,9589.740234,9485.360352,9494.320313,9494.320313,3890650000
2016-02-24,9411.269531,9517.75,9325.240234,9506.070313,9506.070313,4317250000
2016-02-25,9534.740234,9625.709961,9506.240234,9625.280273,9625.280273,4118210000
2016-02-26,9668.259766,9682.929688,9607.660156,9619.790039,9619.790039,4348510000
2016-02-29,9615.169922,9670.839844,9558.860352,9559.530273,9559.530273,4588180000
2016-03-01,9626.879883,9771.0,9613.959961,9771.0,9771.0,4819750000
2016-03-02,9746.419922,9837.639648,9725.900391,9837.589844,9837.589844,4666610000
2016-03-03,9828.30957,9909.80957,9809.169922,9907.969727,9907.969727,5081700000
2016-03-04,9929.330078,10010.660156,9902.040039,9968.410156,9968.410156,6049930000
2016-03-07,9922.379883,10021.780273,9911.330078,10006.19043,10006.19043,4968180000
2016-03-08,9952.230469,9952.230469,9862.330078,9868.519531,9868.519531,4641650000
2016-03-09,9906.839844,9946.969727,9881.759766,9924.80957,9924.80957,4038120000
2016-03-10,9954.160156,10004.330078,9826.519531,9918.080078,9918.080078,4376790000
2016-03-11,9988.290039,10105.009766,9988.290039,10104.19043,10104.19043,4078620000
2016-03-14,10073.330078,10097.549805,10038.400391,10074.269531,10074.269531,3487850000
2016-03-15,10005.589844,10013.700195,9970.950195,10013.599609,10013.599609,3560280000
2016-03-16,9986.480469,10102.070313,9978.889648,10084.169922,10084.169922,4057020000
2016-03-17,10101.650391,10216.700195,10073.120117,10190.400391,10190.400391,4530480000
2016-03-18,10216.599609,10248.070313,10198.320313,10223.429688,10223.429688,6503140000
2016-03-21,10204.700195,10232.799805,10181.849609,10219.69043,10219.69043,3376600000
2016-03-22,10169.900391,10226.509766,10145.349609,10194.200195,10194.200195,3418460000
2016-03-23,10171.379883,10171.379883,10096.889648,10099.679688,10099.679688,3639510000
2016-03-24,10032.889648,10087.049805,10003.980469,10086.599609,10086.599609,3407720000
2016-03-28,10105.120117,10128.900391,10065.379883,10106.44043,10106.44043,2809090000
2016-03-29,10071.419922,10193.730469,10048.519531,10190.400391,10190.400391,3822330000
2016-03-30,10245.929688,10281.69043,10217.980469,10236.950195,10236.950195,3590310000
2016-03-31,10236.799805,10248.820313,10198.919922,10207.370117,10207.370117,3715280000
2016-04-01,10132.580078,10231.080078,10085.25,10219.959961,10219.959961,3749990000
2016-04-04,10227.120117,10234.160156,10168.780273,10183.0,10183.0,3485710000
2016-04-05,10104.769531,10104.769531,10050.650391,10061.080078,10061.080078,4154920000
2016-04-06,10062.839844,10162.299805,10044.410156,10159.849609,10159.849609,3750800000
2016-04-07,10112.980469,10117.160156,10004.769531,10045.150391,10045.150391,3801250000
2016-04-08,10108.709961,10170.969727,10093.280273,10119.69043,10119.69043,3359530000
2016-04-11,10154.080078,10210.55957,10114.450195,10114.580078,10114.580078,3567840000
2016-04-12,10114.580078,10257.299805,10114.580078,10238.69043,10238.69043,4239740000
2016-04-13,10271.660156,10362.129883,10271.660156,10359.509766,10359.509766,4191830000
2016-04-14,10359.19043,10377.660156,10334.450195,10360.240234,10360.240234,3765870000
2016-04-15,10359.580078,10359.580078,10332.870117,10355.570313,10355.570313,3701450000
2016-04-18,10315.650391,10427.160156,10304.219727,10424.929688,10424.929688,3316880000
2016-04-19,10463.639648,10528.639648,10424.929688,10517.299805,10517.299805,3896830000
2016-04-20,10517.05957,10572.240234,10489.030273,10527.790039,10527.790039,4184880000
2016-04-21,10524.480469,10536.69043,10440.469727,10454.820313,10454.820313,4175290000
2016-04-22,10464.200195,10520.0,10464.200195,10511.0,10511.0,3790580000
2016-04-25,10487.830078,10487.830078,10424.19043,10465.650391,10465.650391,3319740000
2016-04-26,10492.570313,10525.379883,10477.790039,10522.580078,10522.580078,3557190000
2016-04-27,10528.480469,10593.209961,10507.589844,10571.830078,10571.830078,4100110000
2016-04-28,10521.169922,10577.889648,10461.530273,10480.450195,10480.450195,4309840000
2016-04-29,10480.219727,10480.219727,10370.349609,10436.919922,10436.919922,4704720000
2016-05-02,10450.129883,10503.410156,10430.219727,10496.330078,10496.330078,3841110000
2016-05-03,10432.240234,10432.240234,10323.240234,10365.830078,10365.830078,4173390000
2016-05-04,10302.679688,10337.209961,10257.75,10286.240234,10286.240234,4058560000
2016-05-05,10303.040039,10340.459961,10254.719727,10281.320313,10281.320313,4008530000
2016-05-06,10280.990234,10315.919922,10230.5,10308.830078,10308.830078,3796350000
