API_CALL_CREDITS: 1
TICKER,NAME,LEI,CIK,LATEST_FILING_DATE,LEGAL_NAME,STOCK_EXCHANGE,SIC,SHORT_DESCRIPTION,LONG_DESCRIPTION,CEO,COMPANY_URL,BUSINESS_ADDRESS,MAILING_ADDRESS,BUSINESS_PHONE_NO,HQ_ADDRESS1,HQ_ADDRESS2,HQ_ADDRESS_CITY,HQ_ADDRESS_POSTAL_CODE,ENTITY_LEGAL_FORM,HQ_STATE,HQ_COUNTRY,INC_STATE,INC_COUNTRY,EMPLOYEES,ENTITY_STATUS,SECTOR,INDUSTRY_CATEGORY,INDUSTRY_GROUP,TEMPLATE,STANDARDIZED_ACTIVE
SNE,Sony Corp,,0000313838,"",SONY CORP,NYSE,3651,"Sony Corp. engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals, & industrial markets. Its operations are carried out through the following segments: Mobile Communications, Game & Network Services, Imaging Products & Solutions, Home Entertainment & Sound, Device, Movie, Music, Financial Services and Others. The Mobile Communications and Game & Network Services segment provides the production, acquisition and distribution of motion pictures & television programming, and the operation of television & digital networks. The Products & Solutions, Home Entertainment & Sound, Device, Movie and Music segment provides the development, production, manufacture and distribution of recorded music, and the management & licensing of the words and music of songs. The Financial Services and Others segment is engaged in the various financial services businesses which includes life and non-life insurance operations, through its Japanese insurance subsidiaries and banking operations through a Japanese Internet-based banking subsidiary. The company was founded by Akio Morita and Masaru Ibuka on May 7, 1946 and is headquartered in Tokyo, Japan.","Sony Corporation designs, develops, manufactures, and sells electronic equipment, instruments, and devices for consumer, professional, and industrial markets worldwide. It offers LCD televisions; Blu-ray disc players and recorders, home audio, headphones, and memory-based portable audio devices; compact digital, interchangeable single-lens, and video cameras; and professional solutions, such as broadcast- and professional-use products. The company also markets and distributes PlayStation4, PlayStation3, and PlayStation Vita hardware and related software; and provides network services related to game, video, and music content. In addition, it offers CMOS image sensors, CCDs, system LSIs, and other semiconductors; and batteries, audio/video/data recording media, storage media, and optical pickups. Further, the company is involved in the production, acquisition, and distribution of animated motion pictures and direct-to-video content, and television programs; operation of television and digital networks, and a studio, as well as a visual effects and animation unit; production and distribution of recorded music, music videos, and animation titles; and music publishing business. Additionally, it provides various financial services, including life and non-life insurance, savings products, and loans; researches, designs, develops, produces, markets, distributes, sells, and services mobile phones, tablets, accessories, and applications; provides Internet broadband network services; and offers Blu-ray disc, DVD, and CD media replication services, as well as digital and physical supply chain solutions to business customers in the entertainment, education, and information industries. The company was formerly known as Tokyo Tsushin Kogyo Kabushiki Kaisha and changed its name to Sony Corporation in January 1958. Sony Corporation was founded in 1946 and is headquartered in Tokyo, Japan.",Kazuo Hirai,www.sony.co.jp,"1-7-1, KONAN, MINATO-KU, TOKYO, JAPAN 108-0075","1-7-1, KONAN, MINATO-KU, TOKYO, JAPAN 108-0075",81-3-6748-2111,,,,,,,Japan,,Japan,125300,,Consumer Goods,Consumer Durables,Electronic Equipment,industrial,false
